 CHR_A         BP_A        SNP_A      MAF_A  CHR_B         BP_B        SNP_B      MAF_B           R2 
     3     12671802   3:12671802   0.442623      3     12085981   3:12085981   0.245902  0.000764106 
     3     12671802   3:12671802   0.442623      3     12086015   3:12086015   0.360656     0.214464 
     3     12671802   3:12671802   0.442623      3     12086146   3:12086146   0.360656     0.214464 
     3     12671802   3:12671802   0.442623      3     12086226   3:12086226   0.459016     0.127608 
     3     12671802   3:12671802   0.442623      3     12086234   3:12086234  0.0655738    0.0557276 
     3     12671802   3:12671802   0.442623      3     12086283   3:12086283   0.360656     0.214464 
     3     12671802   3:12671802   0.442623      3     12086779   3:12086779    0.42623     0.188667 
     3     12671802   3:12671802   0.442623      3     12087157   3:12087157  0.0655738  0.000936437 
     3     12671802   3:12671802   0.442623      3     12087256   3:12087256  0.0655738    0.0557276 
     3     12671802   3:12671802   0.442623      3     12087418   3:12087418    0.42623     0.188667 
     3     12671802   3:12671802   0.442623      3     12087685   3:12087685    0.42623     0.188667 
     3     12671802   3:12671802   0.442623      3     12088006   3:12088006   0.459016     0.127608 
     3     12671802   3:12671802   0.442623      3     12088066   3:12088066   0.459016     0.127608 
     3     12671802   3:12671802   0.442623      3     12088220   3:12088220   0.459016     0.127608 
     3     12671802   3:12671802   0.442623      3     12088438   3:12088438   0.491803     0.121447 
     3     12671802   3:12671802   0.442623      3     12088522   3:12088522   0.459016     0.127608 
     3     12671802   3:12671802   0.442623      3     12088541   3:12088541   0.459016     0.127608 
     3     12671802   3:12671802   0.442623      3     12088690   3:12088690   0.459016     0.127608 
     3     12671802   3:12671802   0.442623      3     12088702   3:12088702   0.459016     0.127608 
     3     12671802   3:12671802   0.442623      3     12088722   3:12088722    0.42623      0.13434 
     3     12671802   3:12671802   0.442623      3     12088897   3:12088897   0.311475     0.374815 
     3     12671802   3:12671802   0.442623      3     12089202   3:12089202    0.42623     0.188667 
     3     12671802   3:12671802   0.442623      3     12089231   3:12089231    0.42623     0.188667 
     3     12671802   3:12671802   0.442623      3     12089332   3:12089332   0.147541   0.00894736 
     3     12671802   3:12671802   0.442623      3     12089921   3:12089921    0.42623     0.188667 
     3     12671802   3:12671802   0.442623      3     12090125   3:12090125    0.42623     0.188667 
     3     12671802   3:12671802   0.442623      3     12090232   3:12090232   0.377049     0.215691 
     3     12671802   3:12671802   0.442623      3     12090273   3:12090273    0.42623     0.188667 
     3     12671802   3:12671802   0.442623      3     12090437   3:12090437   0.377049     0.215691 
     3     12671802   3:12671802   0.442623      3     12090780   3:12090780    0.42623     0.188667 
     3     12671802   3:12671802   0.442623      3     12090781   3:12090781    0.42623     0.188667 
     3     12671802   3:12671802   0.442623      3     12090958   3:12090958   0.163934   0.00261652 
     3     12671802   3:12671802   0.442623      3     12091280   3:12091280   0.196721  0.000668786 
     3     12671802   3:12671802   0.442623      3     12091338   3:12091338  0.0655738    0.0557276 
     3     12671802   3:12671802   0.442623      3     12091826   3:12091826   0.114754  0.000103745 
     3     12671802   3:12671802   0.442623      3     12091936   3:12091936  0.0655738    0.0557276 
     3     12671802   3:12671802   0.442623      3     12092156   3:12092156   0.377049     0.215691 
     3     12671802   3:12671802   0.442623      3     12093330   3:12093330   0.196721  0.000668786 
     3     12671802   3:12671802   0.442623      3     12093854   3:12093854   0.196721  0.000668786 
     3     12671802   3:12671802   0.442623      3     12093893   3:12093893   0.196721  0.000668786 
     3     12671802   3:12671802   0.442623      3     12093974   3:12093974    0.42623     0.188667 
     3     12671802   3:12671802   0.442623      3     12094028   3:12094028    0.42623     0.188667 
     3     12671802   3:12671802   0.442623      3     12094108   3:12094108    0.42623     0.188667 
     3     12671802   3:12671802   0.442623      3     12094179   3:12094179   0.377049     0.215691 
     3     12671802   3:12671802   0.442623      3     12094345   3:12094345   0.163934   0.00261652 
     3     12671802   3:12671802   0.442623      3     12094734   3:12094734   0.163934   0.00261652 
     3     12671802   3:12671802   0.442623      3     12094744   3:12094744   0.163934   0.00261652 
     3     12671802   3:12671802   0.442623      3     12094946   3:12094946   0.114754  0.000103745 
     3     12671802   3:12671802   0.442623      3     12095237   3:12095237   0.360656     0.214464 
     3     12671802   3:12671802   0.442623      3     12095306   3:12095306    0.42623     0.188667 
     3     12671802   3:12671802   0.442623      3     12095844   3:12095844    0.42623     0.188667 
     3     12671802   3:12671802   0.442623      3     12097372   3:12097372   0.459016     0.239794 
     3     12671802   3:12671802   0.442623      3     12097511   3:12097511   0.409836     0.158611 
     3     12671802   3:12671802   0.442623      3     12097769   3:12097769   0.377049     0.215691 
     3     12671802   3:12671802   0.442623      3     12098220   3:12098220    0.42623     0.188667 
     3     12671802   3:12671802   0.442623      3     12098237   3:12098237    0.42623     0.188667 
     3     12671802   3:12671802   0.442623      3     12098760   3:12098760   0.114754  0.000103745 
     3     12671802   3:12671802   0.442623      3     12099372   3:12099372   0.163934   0.00261652 
     3     12671802   3:12671802   0.442623      3     12099554   3:12099554  0.0655738  0.000936437 
     3     12671802   3:12671802   0.442623      3     12099914   3:12099914    0.42623     0.188667 
     3     12671802   3:12671802   0.442623      3     12100146   3:12100146   0.377049     0.215691 
     3     12671802   3:12671802   0.442623      3     12100313   3:12100313   0.377049     0.215691 
     3     12671802   3:12671802   0.442623      3     12100697   3:12100697  0.0655738  0.000936437 
     3     12671802   3:12671802   0.442623      3     12100741   3:12100741   0.377049     0.215691 
     3     12671802   3:12671802   0.442623      3     12100974   3:12100974    0.42623      0.13434 
     3     12671802   3:12671802   0.442623      3     12101099   3:12101099   0.114754  0.000103745 
     3     12671802   3:12671802   0.442623      3     12101186   3:12101186   0.114754  0.000103745 
     3     12671802   3:12671802   0.442623      3     12101189   3:12101189   0.114754  0.000103745 
     3     12671802   3:12671802   0.442623      3     12101194   3:12101194   0.114754  0.000103745 
     3     12671802   3:12671802   0.442623      3     12101195   3:12101195   0.114754  0.000103745 
     3     12671802   3:12671802   0.442623      3     12101202   3:12101202  0.0819672  0.000657485 
     3     12671802   3:12671802   0.442623      3     12101208   3:12101208  0.0819672  0.000657485 
     3     12671802   3:12671802   0.442623      3     12101552   3:12101552   0.114754  0.000103745 
     3     12671802   3:12671802   0.442623      3     12102107   3:12102107    0.42623      0.13434 
     3     12671802   3:12671802   0.442623      3     12102243   3:12102243  0.0983607    0.0221958 
     3     12671802   3:12671802   0.442623      3     12102807   3:12102807    0.42623     0.188667 
     3     12671802   3:12671802   0.442623      3     12102872   3:12102872    0.42623     0.188667 
     3     12671802   3:12671802   0.442623      3     12102873   3:12102873    0.42623     0.188667 
     3     12671802   3:12671802   0.442623      3     12102961   3:12102961   0.377049     0.215691 
     3     12671802   3:12671802   0.442623      3     12104686   3:12104686   0.459016     0.239794 
     3     12671802   3:12671802   0.442623      3     12105873   3:12105873   0.377049     0.215691 
     3     12671802   3:12671802   0.442623      3     12106262   3:12106262   0.377049     0.215691 
     3     12671802   3:12671802   0.442623      3     12106556   3:12106556  0.0655738  0.000936437 
     3     12671802   3:12671802   0.442623      3     12106580   3:12106580   0.377049     0.215691 
     3     12671802   3:12671802   0.442623      3     12107605   3:12107605   0.459016     0.239794 
     3     12671802   3:12671802   0.442623      3     12108214   3:12108214   0.459016     0.239794 
     3     12671802   3:12671802   0.442623      3     12108594   3:12108594   0.491803     0.196898 
     3     12671802   3:12671802   0.442623      3     12108767   3:12108767   0.459016     0.239794 
     3     12671802   3:12671802   0.442623      3     12108882   3:12108882  0.0655738  0.000936437 
     3     12671802   3:12671802   0.442623      3     12110597   3:12110597   0.114754  0.000103745 
     3     12671802   3:12671802   0.442623      3     12112219   3:12112219  0.0655738    0.0557276 
     3     12671802   3:12671802   0.442623      3     12112443   3:12112443   0.163934   0.00261652 
     3     12671802   3:12671802   0.442623      3     12112519   3:12112519   0.459016     0.239794 
     3     12671802   3:12671802   0.442623      3     12112772   3:12112772   0.459016     0.239794 
     3     12671802   3:12671802   0.442623      3     12113512   3:12113512   0.114754  0.000103745 
     3     12671802   3:12671802   0.442623      3     12114207   3:12114207   0.114754  0.000103745 
     3     12671802   3:12671802   0.442623      3     12114235   3:12114235   0.114754  0.000103745 
     3     12671802   3:12671802   0.442623      3     12114680   3:12114680   0.114754  0.000103745 
     3     12671802   3:12671802   0.442623      3     12114681   3:12114681   0.114754  0.000103745 
     3     12671802   3:12671802   0.442623      3     12115322   3:12115322   0.459016     0.239794 
     3     12671802   3:12671802   0.442623      3     12115484   3:12115484   0.114754  0.000103745 
     3     12671802   3:12671802   0.442623      3     12115723   3:12115723    0.42623     0.250005 
     3     12671802   3:12671802   0.442623      3     12115725   3:12115725   0.377049     0.215691 
     3     12671802   3:12671802   0.442623      3     12116412   3:12116412   0.114754   0.00871748 
     3     12671802   3:12671802   0.442623      3     12116890   3:12116890  0.0655738  0.000936437 
     3     12671802   3:12671802   0.442623      3     12117103   3:12117103   0.295082     0.186474 
     3     12671802   3:12671802   0.442623      3     12117186   3:12117186   0.311475     0.374815 
     3     12671802   3:12671802   0.442623      3     12117771   3:12117771  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12118018   3:12118018   0.360656     0.214464 
     3     12671802   3:12671802   0.442623      3     12118107   3:12118107    0.42623     0.250005 
     3     12671802   3:12671802   0.442623      3     12118242   3:12118242   0.114754  0.000103745 
     3     12671802   3:12671802   0.442623      3     12118918   3:12118918  0.0655738    0.0557276 
     3     12671802   3:12671802   0.442623      3     12118962   3:12118962   0.114754  0.000103745 
     3     12671802   3:12671802   0.442623      3     12119073   3:12119073    0.42623     0.250005 
     3     12671802   3:12671802   0.442623      3     12120267   3:12120267   0.114754  0.000103745 
     3     12671802   3:12671802   0.442623      3     12120325   3:12120325   0.377049     0.215691 
     3     12671802   3:12671802   0.442623      3     12120400   3:12120400    0.42623     0.250005 
     3     12671802   3:12671802   0.442623      3     12120719   3:12120719   0.114754  0.000103745 
     3     12671802   3:12671802   0.442623      3     12121101   3:12121101    0.42623     0.250005 
     3     12671802   3:12671802   0.442623      3     12121498   3:12121498  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12121579   3:12121579   0.114754  0.000103745 
     3     12671802   3:12671802   0.442623      3     12121705   3:12121705   0.377049     0.215691 
     3     12671802   3:12671802   0.442623      3     12121791   3:12121791  0.0655738  0.000936437 
     3     12671802   3:12671802   0.442623      3     12122398   3:12122398  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12122441   3:12122441   0.114754  0.000103745 
     3     12671802   3:12671802   0.442623      3     12122609   3:12122609  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12122918   3:12122918   0.377049     0.215691 
     3     12671802   3:12671802   0.442623      3     12123062   3:12123062   0.311475     0.374815 
     3     12671802   3:12671802   0.442623      3     12123386   3:12123386  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12123775   3:12123775   0.377049     0.215691 
     3     12671802   3:12671802   0.442623      3     12124613   3:12124613   0.377049     0.215691 
     3     12671802   3:12671802   0.442623      3     12124721   3:12124721   0.377049     0.215691 
     3     12671802   3:12671802   0.442623      3     12124875   3:12124875  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12124895   3:12124895   0.377049     0.215691 
     3     12671802   3:12671802   0.442623      3     12124947   3:12124947  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12125161   3:12125161   0.311475     0.374815 
     3     12671802   3:12671802   0.442623      3     12125958   3:12125958    0.47541     0.165953 
     3     12671802   3:12671802   0.442623      3     12126009   3:12126009   0.360656     0.214464 
     3     12671802   3:12671802   0.442623      3     12126219   3:12126219   0.377049     0.215691 
     3     12671802   3:12671802   0.442623      3     12126224   3:12126224   0.377049     0.215691 
     3     12671802   3:12671802   0.442623      3     12126252   3:12126252   0.377049     0.215691 
     3     12671802   3:12671802   0.442623      3     12126267   3:12126267   0.377049     0.215691 
     3     12671802   3:12671802   0.442623      3     12126275   3:12126275    0.47541     0.204118 
     3     12671802   3:12671802   0.442623      3     12126276   3:12126276   0.377049     0.215691 
     3     12671802   3:12671802   0.442623      3     12127254   3:12127254  0.0655738  0.000936437 
     3     12671802   3:12671802   0.442623      3     12127795   3:12127795   0.377049     0.239108 
     3     12671802   3:12671802   0.442623      3     12128252   3:12128252  0.0819672  0.000657485 
     3     12671802   3:12671802   0.442623      3     12128404   3:12128404   0.377049     0.215691 
